EmpID,Age,AgeGroup,Attrition,Department,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,Custom,Years at company,Experience Slab Group,Salary,Salary Slab,Performance Rating
RM113,54,46-55,No,Human Resources,Human Resources,Female,4,Manager,4,Single,2,Yes,12,23,3,3,5,4,113,0-5 Years,21-30 Years,195000,150K - 200K,4
RM1139,50,46-55,No,Research & Development,Medical,Male,4,Healthcare Representative,3,Married,2,Yes,15,32,3,3,30,12,1139,20+ Years,31-40 Years,105000,100K - 150K,5
RM1163,35,26-35,Yes,Sales,Medical,Male,3,Sales Executive,1,Married,9,No,17,15,3,3,13,6,1163,11-15 Years,11-15 Years,85000,50K - 100K,5
RM117,34,26-35,No,Research & Development,Medical,Female,3,Manager,1,Single,2,No,12,14,6,3,11,5,117,11-15 Years,11-15 Years,195000,150K - 200K,5
RM1185,54,46-55,No,Research & Development,Medical,Female,4,Manager,3,Married,3,No,25,36,6,3,10,4,1185,6-10 Years,31-40 Years,195000,150K - 200K,5
RM1187,35,26-35,Yes,Sales,Other,Male,2,Sales Executive,4,Single,3,Yes,24,13,2,4,11,6,1187,11-15 Years,11-15 Years,85000,50K - 100K,5
RM1278,46,46-55,No,Research & Development,Medical,Male,5,Research Director,4,Divorced,7,Yes,17,24,3,3,2,2,1278,0-5 Years,21-30 Years,310000,200K+,4
RM1281,37,36-45,No,Human Resources,Other,Male,2,Human Resources,2,Divorced,2,No,13,19,4,2,10,4,1281,6-10 Years,16-20 Years,125000,100K - 150K,5
RM1285,39,36-45,No,Research & Development,Medical,Male,3,Research Director,3,Single,7,No,21,9,3,3,4,2,1285,0-5 Years,6-10 Years,310000,200K+,4
RM129,22,18-25,No,Research & Development,Technical Degree,Male,1,Laboratory Technician,4,Married,0,No,14,3,2,3,2,2,129,0-5 Years,0-5 Years,58000,50K - 100K,2
RM1290,38,36-45,No,Human Resources,Human Resources,Male,1,Human Resources,2,Divorced,5,No,13,13,3,3,11,3,1290,11-15 Years,11-15 Years,125000,100K - 150K,5
RM1296,41,36-45,No,Sales,Marketing,Female,3,Sales Executive,3,Divorced,0,Yes,13,23,3,4,22,13,1296,20+ Years,21-30 Years,85000,50K - 100K,5
RM1302,58,55+,No,Sales,Medical,Male,4,Manager,2,Divorced,4,No,22,37,0,2,16,14,1302,16-20 Years,31-40 Years,195000,150K - 200K,5
RM1321,42,36-45,No,Research & Development,Technical Degree,Male,1,Research Scientist,3,Married,3,No,22,10,1,2,6,3,1321,6-10 Years,6-10 Years,145000,100K - 150K,4
RM1328,46,46-55,No,Sales,Technical Degree,Female,4,Sales Executive,1,Divorced,2,No,12,25,5,3,19,2,1328,16-20 Years,21-30 Years,85000,50K - 100K,5
RM1331,43,36-45,No,Research & Development,Medical,Female,5,Manager,3,Married,7,No,13,21,2,3,16,6,1331,16-20 Years,21-30 Years,195000,150K - 200K,5
RM1352,48,46-55,No,Research & Development,Medical,Female,4,Manager,4,Divorced,3,No,11,24,3,3,22,4,1352,20+ Years,21-30 Years,195000,150K - 200K,5
RM1370,28,26-35,Yes,Sales,Marketing,Female,2,Sales Executive,3,Single,3,Yes,11,6,0,3,2,2,1370,0-5 Years,6-10 Years,85000,50K - 100K,3
RM140,30,26-35,No,Human Resources,Human Resources,Male,2,Human Resources,4,Married,0,Yes,19,12,2,1,11,4,140,11-15 Years,11-15 Years,125000,100K - 150K,4
RM1404,39,36-45,No,Sales,Marketing,Male,4,Sales Executive,1,Single,0,No,12,21,3,3,20,11,1404,16-20 Years,21-30 Years,85000,50K - 100K,5
RM1411,40,36-45,No,Sales,Marketing,Female,2,Sales Executive,2,Married,3,No,14,15,4,3,11,5,1411,11-15 Years,11-15 Years,85000,50K - 100K,5
RM1415,47,46-55,No,Research & Development,Medical,Male,3,Healthcare Representative,3,Single,2,No,23,25,3,3,17,12,1415,16-20 Years,21-30 Years,105000,100K - 150K,5
RM1422,47,46-55,No,Research & Development,Medical,Female,3,Research Director,2,Married,0,No,18,14,3,1,13,5,1422,11-15 Years,11-15 Years,310000,200K+,5
RM1445,56,55+,Yes,Research & Development,Technical Degree,Male,1,Laboratory Technician,3,Married,8,No,11,14,4,1,10,9,1445,6-10 Years,11-15 Years,58000,50K - 100K,5
RM1463,39,36-45,No,Sales,Marketing,Female,4,Sales Executive,4,Married,0,No,11,21,2,2,20,9,1463,16-20 Years,21-30 Years,85000,50K - 100K,5
RM1463,39,36-45,No,Sales,Marketing,Female,4,Sales Executive,4,Married,0,No,11,21,2,2,20,9,1463,16-20 Years,21-30 Years,85000,50K - 100K,5
RM159,40,36-45,No,Sales,Marketing,Male,3,Sales Executive,4,Married,7,No,11,15,2,2,12,2,159,11-15 Years,11-15 Years,85000,50K - 100K,5
RM188,55,46-55,No,Research & Development,Medical,Male,5,Research Director,2,Single,8,No,11,36,3,3,24,2,188,20+ Years,31-40 Years,310000,200K+,5
RM194,43,36-45,No,Research & Development,Medical,Male,1,Research Scientist,4,Divorced,4,No,14,7,3,4,5,2,194,0-5 Years,6-10 Years,145000,100K - 150K,3
RM195,45,36-45,No,Research & Development,Medical,Male,4,Manager,4,Married,9,No,23,22,1,3,20,11,195,16-20 Years,21-30 Years,195000,150K - 200K,5
RM227,37,36-45,No,Sales,Marketing,Male,1,Sales Representative,4,Divorced,4,No,17,13,2,3,9,5,227,6-10 Years,11-15 Years,80000,50K - 100K,5
RM252,39,36-45,No,Research & Development,Technical Degree,Female,3,Healthcare Representative,3,Single,0,No,25,20,1,3,19,11,252,16-20 Years,16-20 Years,105000,100K - 150K,5
RM257,42,36-45,No,Research & Development,Medical,Female,1,Laboratory Technician,1,Divorced,0,Yes,11,10,4,3,9,7,257,6-10 Years,6-10 Years,58000,50K - 100K,4
RM267,31,26-35,No,Research & Development,Medical,Male,2,Healthcare Representative,4,Married,0,No,21,10,2,3,9,7,267,6-10 Years,6-10 Years,105000,100K - 150K,4
RM271,55,46-55,No,Research & Development,Medical,Male,5,Manager,1,Single,0,Yes,14,37,2,3,36,4,271,20+ Years,31-40 Years,195000,150K - 200K,5
RM292,36,36-45,No,Research & Development,Technical Degree,Male,2,Research Scientist,2,Single,4,No,12,10,2,3,8,7,292,6-10 Years,6-10 Years,145000,100K - 150K,4
RM296,42,36-45,No,Sales,Marketing,Female,4,Sales Executive,2,Married,5,No,14,23,2,4,20,4,296,16-20 Years,21-30 Years,85000,50K - 100K,5
RM298,35,26-35,No,Sales,Marketing,Male,3,Sales Executive,2,Married,0,No,15,12,3,2,11,6,298,11-15 Years,11-15 Years,85000,50K - 100K,4
RM305,39,36-45,No,Research & Development,Medical,Male,3,Healthcare Representative,4,Divorced,0,No,17,19,5,2,18,3,305,16-20 Years,16-20 Years,105000,100K - 150K,5
RM335,45,36-45,No,Research & Development,Other,Male,2,Research Scientist,4,Married,9,No,14,12,3,3,10,9,335,6-10 Years,11-15 Years,145000,100K - 150K,4
RM399,37,36-45,No,Research & Development,Medical,Female,2,Research Scientist,3,Married,3,Yes,15,15,2,3,13,10,399,11-15 Years,11-15 Years,145000,100K - 150K,5
RM403,30,26-35,No,Sales,Technical Degree,Female,2,Sales Executive,3,Single,0,No,11,6,6,3,5,4,403,0-5 Years,6-10 Years,85000,50K - 100K,3
RM424,30,26-35,No,Sales,Other,Female,3,Sales Executive,1,Married,0,No,11,10,3,3,9,7,424,6-10 Years,6-10 Years,85000,50K - 100K,4
RM428,60,55+,No,Sales,Marketing,Female,3,Sales Executive,1,Married,4,No,19,22,5,4,18,13,428,16-20 Years,21-30 Years,85000,50K - 100K,5
RM436,33,26-35,Yes,Research & Development,Medical,Male,3,Manager,3,Married,7,Yes,12,15,2,4,7,7,436,6-10 Years,11-15 Years,195000,150K - 200K,5
RM448,35,26-35,No,Sales,Marketing,Male,2,Sales Executive,3,Married,9,No,11,15,2,3,11,6,448,11-15 Years,11-15 Years,85000,50K - 100K,5
RM469,52,46-55,No,Research & Development,Technical Degree,Male,2,Research Scientist,1,Divorced,3,Yes,12,18,3,3,10,6,469,6-10 Years,16-20 Years,145000,100K - 150K,5
RM536,41,36-45,No,Human Resources,Human Resources,Male,5,Manager,4,Divorced,3,No,15,23,2,2,21,12,536,20+ Years,21-30 Years,195000,150K - 200K,5
RM550,34,26-35,No,Research & Development,Medical,Female,2,Healthcare Representative,3,Single,3,No,11,10,2,3,5,4,550,0-5 Years,6-10 Years,105000,100K - 150K,4
RM552,39,36-45,No,Human Resources,Human Resources,Female,2,Human Resources,2,Married,9,No,15,12,3,1,8,3,552,6-10 Years,11-15 Years,125000,100K - 150K,4
RM591,33,26-35,No,Research & Development,Medical,Male,3,Research Director,3,Married,0,No,11,14,3,4,13,3,591,11-15 Years,11-15 Years,310000,200K+,5
RM617,51,46-55,No,Sales,Marketing,Female,4,Manager,3,Married,2,No,14,29,2,2,20,4,617,16-20 Years,21-30 Years,195000,150K - 200K,5
RM633,42,36-45,No,Research & Development,Medical,Male,1,Research Scientist,4,Single,5,Yes,14,8,2,3,2,2,633,0-5 Years,6-10 Years,145000,100K - 150K,4
RM647,53,46-55,No,Sales,Marketing,Male,4,Sales Executive,4,Married,5,No,14,28,3,3,2,2,647,0-5 Years,21-30 Years,85000,50K - 100K,4
RM648,35,26-35,No,Research & Development,Technical Degree,Male,3,Manufacturing Director,2,Married,3,No,16,16,2,3,13,4,648,11-15 Years,16-20 Years,380000,200K+,5
RM652,47,46-55,No,Sales,Marketing,Female,2,Sales Executive,4,Married,0,Yes,22,8,2,3,7,7,652,6-10 Years,6-10 Years,85000,50K - 100K,4
RM687,41,36-45,No,Research & Development,Medical,Male,1,Laboratory Technician,1,Single,2,Yes,13,20,3,3,18,2,687,16-20 Years,16-20 Years,58000,50K - 100K,5
RM688,36,36-45,No,Research & Development,Medical,Male,1,Laboratory Technician,3,Single,4,No,21,16,6,3,11,3,688,11-15 Years,16-20 Years,58000,50K - 100K,5
RM702,53,46-55,No,Sales,Medical,Male,4,Manager,3,Divorced,6,No,13,22,3,4,17,15,702,16-20 Years,21-30 Years,195000,150K - 200K,5
RM703,30,26-35,No,Sales,Other,Male,3,Sales Executive,3,Divorced,5,No,11,10,2,4,8,7,703,6-10 Years,6-10 Years,85000,50K - 100K,4
RM751,44,36-45,No,Sales,Medical,Female,4,Sales Executive,4,Married,3,Yes,18,23,2,3,12,11,751,11-15 Years,21-30 Years,85000,50K - 100K,5
RM767,50,46-55,No,Research & Development,Medical,Male,5,Research Director,3,Married,2,Yes,11,29,2,2,8,7,767,6-10 Years,21-30 Years,310000,200K+,5
RM774,36,36-45,No,Research & Development,Medical,Female,3,Manufacturing Director,4,Single,0,No,11,15,2,2,14,7,774,11-15 Years,11-15 Years,380000,200K+,5
RM786,40,36-45,No,Research & Development,Technical Degree,Male,3,Healthcare Representative,4,Married,4,No,20,14,6,3,11,11,786,11-15 Years,11-15 Years,105000,100K - 150K,5
RM790,44,36-45,Yes,Human Resources,Medical,Male,3,Human Resources,1,Married,9,No,14,24,1,3,20,3,790,16-20 Years,21-30 Years,125000,100K - 150K,5
RM800,42,36-45,No,Research & Development,Medical,Male,4,Manager,1,Married,0,No,17,23,3,3,22,13,800,20+ Years,21-30 Years,195000,150K - 200K,5
RM805,48,46-55,No,Research & Development,Medical,Male,4,Manager,4,Single,2,No,22,27,3,2,5,2,805,0-5 Years,21-30 Years,195000,150K - 200K,4
RM811,46,46-55,No,Sales,Marketing,Male,4,Manager,3,Married,3,No,12,23,3,3,12,4,811,11-15 Years,21-30 Years,195000,150K - 200K,5
RM822,49,46-55,No,Sales,Technical Degree,Male,4,Sales Executive,2,Married,6,No,17,22,3,3,9,2,822,6-10 Years,21-30 Years,85000,50K - 100K,5
RM848,34,26-35,No,Research & Development,Medical,Male,2,Healthcare Representative,1,Single,0,No,20,14,3,3,13,4,848,11-15 Years,11-15 Years,105000,100K - 150K,5
RM862,46,46-55,No,Sales,Marketing,Female,4,Manager,1,Married,8,No,23,28,2,3,26,15,862,20+ Years,21-30 Years,195000,150K - 200K,5
RM884,33,26-35,No,Research & Development,Medical,Male,1,Research Scientist,4,Married,0,No,13,15,5,3,14,4,884,11-15 Years,11-15 Years,145000,100K - 150K,5
RM887,30,26-35,No,Research & Development,Medical,Male,1,Research Scientist,2,Married,0,Yes,21,12,2,3,11,5,887,11-15 Years,11-15 Years,145000,100K - 150K,4
RM908,44,36-45,No,Sales,Marketing,Male,5,Manager,2,Married,7,No,11,26,5,3,22,3,908,20+ Years,21-30 Years,195000,150K - 200K,5
RM921,34,26-35,No,Research & Development,Medical,Female,2,Laboratory Technician,2,Divorced,4,No,13,15,2,4,11,5,921,11-15 Years,11-15 Years,58000,50K - 100K,5
RM931,51,46-55,No,Research & Development,Medical,Female,1,Laboratory Technician,3,Single,0,No,14,8,6,2,7,7,931,6-10 Years,6-10 Years,58000,50K - 100K,4
RM938,39,36-45,No,Research & Development,Medical,Female,4,Manager,2,Divorced,6,Yes,13,21,4,3,19,15,938,16-20 Years,21-30 Years,195000,150K - 200K,5
RM956,55,46-55,No,Research & Development,Medical,Female,5,Manager,3,Married,4,No,14,23,5,3,19,9,956,16-20 Years,21-30 Years,195000,150K - 200K,5
RM967,58,55+,Yes,Research & Development,Medical,Female,3,Manufacturing Director,1,Married,7,Yes,14,31,0,2,10,5,967,6-10 Years,31-40 Years,380000,200K+,5
RM979,40,36-45,No,Research & Development,Medical,Female,2,Healthcare Representative,3,Divorced,5,No,20,15,0,3,12,11,979,11-15 Years,11-15 Years,105000,100K - 150K,5
RM019,53,46-55,No,Sales,Life Sciences,Female,4,Manager,4,Married,2,No,16,31,3,3,25,3,19,20+ Years,31-40 Years,195000,150K - 200K,5
RM023,34,26-35,No,Research & Development,Life Sciences,Female,3,Research Director,2,Single,0,No,11,13,4,3,12,2,23,11-15 Years,11-15 Years,310000,200K+,5
RM064,59,55+,No,Sales,Life Sciences,Female,3,Sales Executive,1,Single,7,No,11,28,3,2,21,7,64,20+ Years,21-30 Years,85000,50K - 100K,5
RM1050,30,26-35,No,Sales,Life Sciences,Male,2,Sales Executive,3,Married,8,No,15,4,2,2,2,2,1050,0-5 Years,0-5 Years,85000,50K - 100K,3
RM1054,57,55+,No,Research & Development,Life Sciences,Male,2,Research Scientist,3,Married,0,No,24,13,2,2,12,2,1054,11-15 Years,11-15 Years,145000,100K - 150K,5
RM1079,44,36-45,No,Research & Development,Life Sciences,Male,4,Research Director,1,Married,3,No,13,24,1,4,20,14,1079,16-20 Years,21-30 Years,310000,200K+,5
RM1080,39,36-45,No,Research & Development,Life Sciences,Female,3,Manufacturing Director,2,Single,4,No,18,9,3,3,2,2,1080,0-5 Years,6-10 Years,380000,200K+,4
RM1081,46,46-55,No,Sales,Life Sciences,Female,4,Manager,2,Married,8,No,12,23,2,4,13,5,1081,11-15 Years,21-30 Years,195000,150K - 200K,5
RM1094,42,36-45,No,Research & Development,Life Sciences,Male,3,Healthcare Representative,4,Married,2,Yes,14,24,3,1,20,13,1094,16-20 Years,21-30 Years,105000,100K - 150K,5
RM1101,35,26-35,No,Sales,Life Sciences,Female,1,Sales Representative,3,Married,0,No,23,6,5,3,5,4,1101,0-5 Years,6-10 Years,80000,50K - 100K,3
RM1102,32,26-35,No,Research & Development,Life Sciences,Female,2,Research Scientist,2,Married,3,No,12,12,2,3,7,2,1102,6-10 Years,11-15 Years,145000,100K - 150K,4
RM1120,38,36-45,No,Sales,Life Sciences,Male,2,Sales Executive,2,Married,0,No,11,10,3,3,9,7,1120,6-10 Years,6-10 Years,85000,50K - 100K,4
RM1182,49,46-55,No,Research & Development,Life Sciences,Female,4,Healthcare Representative,3,Married,2,Yes,19,30,3,3,15,2,1182,11-15 Years,21-30 Years,105000,100K - 150K,5
RM1188,38,36-45,No,Research & Development,Life Sciences,Male,2,Research Scientist,4,Married,7,No,15,19,4,4,13,2,1188,11-15 Years,16-20 Years,145000,100K - 150K,5
RM1222,45,36-45,No,Research & Development,Life Sciences,Male,3,Healthcare Representative,3,Married,3,No,23,25,3,2,23,14,1222,20+ Years,21-30 Years,105000,100K - 150K,5
RM1224,47,46-55,Yes,Sales,Life Sciences,Male,4,Sales Executive,3,Married,7,No,11,25,3,1,23,14,1224,20+ Years,21-30 Years,85000,50K - 100K,5
RM123,56,55+,Yes,Research & Development,Life Sciences,Female,1,Research Scientist,2,Married,9,Yes,18,7,2,3,5,4,123,0-5 Years,6-10 Years,145000,100K - 150K,3
RM124,51,46-55,No,Research & Development,Life Sciences,Male,5,Research Director,3,Single,7,No,13,23,5,3,20,15,124,16-20 Years,21-30 Years,310000,200K+,5
RM1279,36,36-45,No,Research & Development,Life Sciences,Male,3,Healthcare Representative,1,Married,7,Yes,13,15,1,3,12,5,1279,11-15 Years,11-15 Years,105000,100K - 150K,5
RM1283,33,26-35,No,Research & Development,Life Sciences,Male,1,Research Scientist,1,Married,6,No,19,14,1,3,10,7,1283,6-10 Years,11-15 Years,145000,100K - 150K,5
RM1293,39,36-45,No,Sales,Life Sciences,Male,2,Sales Executive,4,Divorced,2,No,18,7,6,3,2,2,1293,0-5 Years,6-10 Years,85000,50K - 100K,3
RM1304,47,46-55,No,Research & Development,Life Sciences,Female,3,Manufacturing Director,2,Divorced,8,Yes,12,28,4,3,22,14,1304,20+ Years,21-30 Years,380000,200K+,5
RM1305,40,36-45,No,Research & Development,Life Sciences,Female,2,Healthcare Representative,1,Divorced,2,No,12,15,3,3,7,7,1305,6-10 Years,11-15 Years,105000,100K - 150K,5
RM1323,46,46-55,No,Research & Development,Life Sciences,Male,3,Manufacturing Director,4,Divorced,3,No,14,12,4,2,9,4,1323,6-10 Years,11-15 Years,380000,200K+,4
RM1332,48,46-55,No,Research & Development,Life Sciences,Male,5,Research Director,2,Married,4,No,12,29,3,3,22,12,1332,20+ Years,21-30 Years,310000,200K+,5
RM1335,27,26-35,No,Research & Development,Life Sciences,Female,1,Research Scientist,1,Married,0,No,19,8,2,2,7,7,1335,6-10 Years,6-10 Years,145000,100K - 150K,4
RM1347,45,36-45,No,Research & Development,Life Sciences,Female,2,Manufacturing Director,4,Married,0,No,13,10,2,2,9,3,1347,6-10 Years,6-10 Years,380000,200K+,4
RM1353,44,36-45,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,1,Married,2,No,15,10,5,3,2,2,1353,0-5 Years,6-10 Years,105000,100K - 150K,4
RM1378,49,46-55,No,Research & Development,Life Sciences,Male,5,Research Director,4,Married,3,No,15,28,3,3,5,4,1378,0-5 Years,21-30 Years,310000,200K+,4
RM138,39,36-45,No,Sales,Life Sciences,Female,2,Sales Executive,3,Married,4,No,14,17,1,4,15,5,138,11-15 Years,16-20 Years,85000,50K - 100K,5
RM1398,54,46-55,No,Research & Development,Life Sciences,Female,2,Research Scientist,3,Married,3,No,11,9,6,2,4,2,1398,0-5 Years,6-10 Years,145000,100K - 150K,4
RM1417,38,36-45,No,Sales,Life Sciences,Male,2,Sales Executive,2,Married,0,No,15,16,3,3,15,5,1417,11-15 Years,16-20 Years,85000,50K - 100K,5
RM1419,38,36-45,No,Research & Development,Life Sciences,Male,2,Manufacturing Director,3,Married,2,No,11,10,1,3,8,7,1419,6-10 Years,6-10 Years,380000,200K+,4
RM1444,42,36-45,No,Research & Development,Life Sciences,Male,5,Manager,3,Married,5,No,11,24,2,2,22,4,1444,20+ Years,21-30 Years,195000,150K - 200K,5
RM148,41,36-45,No,Research & Development,Life Sciences,Male,4,Manager,1,Divorced,4,No,13,21,2,2,7,7,148,6-10 Years,21-30 Years,195000,150K - 200K,5
RM166,50,46-55,No,Research & Development,Life Sciences,Female,5,Manager,2,Single,3,No,15,21,5,3,5,4,166,0-5 Years,21-30 Years,195000,150K - 200K,4
RM168,30,26-35,No,Sales,Life Sciences,Female,3,Sales Executive,4,Married,2,No,12,12,2,3,10,7,168,6-10 Years,11-15 Years,85000,50K - 100K,4
RM191,52,46-55,No,Research & Development,Life Sciences,Male,5,Manager,3,Married,0,No,14,34,5,3,33,11,191,20+ Years,31-40 Years,195000,150K - 200K,5
RM214,51,46-55,No,Research & Development,Life Sciences,Male,3,Research Director,2,Married,5,No,16,16,5,1,10,4,214,6-10 Years,16-20 Years,310000,200K+,5
RM221,36,36-45,No,Research & Development,Life Sciences,Male,2,Laboratory Technician,2,Single,8,No,16,16,3,4,13,3,221,11-15 Years,16-20 Years,58000,50K - 100K,5
RM224,38,36-45,No,Sales,Life Sciences,Male,3,Sales Executive,3,Divorced,0,No,12,17,6,2,16,5,224,16-20 Years,16-20 Years,85000,50K - 100K,5
RM248,34,26-35,No,Research & Development,Life Sciences,Male,2,Manufacturing Director,1,Married,6,No,13,13,3,3,11,5,248,11-15 Years,11-15 Years,380000,200K+,5
RM270,36,36-45,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,4,Married,0,No,11,16,4,3,15,10,270,11-15 Years,16-20 Years,58000,50K - 100K,5
RM314,33,26-35,No,Research & Development,Life Sciences,Female,3,Manager,2,Married,6,No,11,12,2,3,10,8,314,6-10 Years,11-15 Years,195000,150K - 200K,4
RM342,38,36-45,No,Research & Development,Life Sciences,Male,3,Research Director,4,Divorced,0,Yes,14,12,3,3,11,2,342,11-15 Years,11-15 Years,310000,200K+,4
RM412,60,55+,No,Research & Development,Life Sciences,Female,5,Manager,1,Married,5,No,11,33,5,1,29,11,412,20+ Years,31-40 Years,195000,150K - 200K,5
RM426,50,46-55,No,Research & Development,Life Sciences,Male,4,Manager,3,Married,0,No,15,28,2,3,27,15,426,20+ Years,21-30 Years,195000,150K - 200K,5
RM431,35,26-35,No,Research & Development,Life Sciences,Male,1,Laboratory Technician,3,Single,0,No,15,6,2,3,5,4,431,0-5 Years,6-10 Years,58000,50K - 100K,3
RM433,34,26-35,No,Research & Development,Life Sciences,Male,1,Research Scientist,3,Divorced,3,No,12,14,3,3,7,5,433,6-10 Years,11-15 Years,145000,100K - 150K,5
RM446,55,46-55,No,Sales,Life Sciences,Female,4,Manager,2,Single,3,No,23,37,2,3,10,7,446,6-10 Years,31-40 Years,195000,150K - 200K,5
RM449,40,36-45,No,Research & Development,Life Sciences,Female,4,Manufacturing Director,3,Single,7,No,15,22,3,3,20,5,449,16-20 Years,21-30 Years,380000,200K+,5
RM467,41,36-45,No,Sales,Life Sciences,Female,4,Manager,1,Married,7,No,16,22,2,3,18,11,467,16-20 Years,21-30 Years,195000,150K - 200K,5
RM473,37,36-45,No,Research & Development,Life Sciences,Female,2,Manufacturing Director,2,Married,6,No,12,8,2,2,6,4,473,6-10 Years,6-10 Years,380000,200K+,4
RM510,33,26-35,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,4,Divorced,3,No,23,15,2,1,13,4,510,11-15 Years,11-15 Years,105000,100K - 150K,5
RM578,37,36-45,No,Research & Development,Life Sciences,Female,1,Research Scientist,1,Divorced,0,Yes,13,6,3,2,5,4,578,0-5 Years,6-10 Years,145000,100K - 150K,3
RM596,58,55+,Yes,Research & Development,Life Sciences,Male,5,Research Director,2,Single,7,Yes,12,40,2,3,31,13,596,20+ Years,31-40 Years,310000,200K+,5
RM650,53,46-55,No,Research & Development,Life Sciences,Female,4,Research Director,4,Single,6,No,18,33,0,3,12,3,650,11-15 Years,31-40 Years,310000,200K+,5
RM665,36,36-45,No,Research & Development,Life Sciences,Male,2,Healthcare Representative,4,Married,0,Yes,17,17,2,2,16,4,665,16-20 Years,16-20 Years,105000,100K - 150K,5
RM696,37,36-45,Yes,Sales,Life Sciences,Male,3,Sales Executive,3,Married,5,No,11,17,2,1,14,11,696,11-15 Years,16-20 Years,85000,50K - 100K,5
RM700,52,46-55,No,Research & Development,Life Sciences,Male,4,Manager,4,Married,2,No,15,26,2,2,9,7,700,6-10 Years,21-30 Years,195000,150K - 200K,5
RM737,48,46-55,No,Research & Development,Life Sciences,Male,3,Healthcare Representative,3,Single,7,No,14,27,3,3,15,4,737,11-15 Years,21-30 Years,105000,100K - 150K,5
RM744,59,55+,No,Research & Development,Life Sciences,Female,4,Manufacturing Director,4,Single,3,Yes,13,30,4,3,5,4,744,0-5 Years,21-30 Years,380000,200K+,4
RM772,54,46-55,No,Sales,Life Sciences,Female,3,Sales Executive,3,Married,6,No,11,13,4,3,9,7,772,6-10 Years,11-15 Years,85000,50K - 100K,5
RM780,51,46-55,Yes,Research & Development,Life Sciences,Male,1,Research Scientist,3,Married,9,Yes,12,18,2,4,10,2,780,6-10 Years,16-20 Years,145000,100K - 150K,5
RM807,52,46-55,No,Research & Development,Life Sciences,Male,3,Healthcare Representative,2,Single,7,No,19,18,4,3,8,4,807,6-10 Years,16-20 Years,105000,100K - 150K,5
RM839,42,36-45,Yes,Sales,Life Sciences,Male,4,Sales Executive,1,Single,0,Yes,12,22,2,2,21,13,839,20+ Years,21-30 Years,85000,50K - 100K,5
RM919,51,46-55,No,Sales,Life Sciences,Male,5,Manager,2,Divorced,4,Yes,24,31,5,2,29,11,919,20+ Years,31-40 Years,195000,150K - 200K,5
RM928,36,36-45,No,Research & Development,Life Sciences,Female,2,Manufacturing Director,2,Single,9,Yes,11,18,2,3,16,5,928,16-20 Years,16-20 Years,380000,200K+,5
RM944,46,46-55,No,Human Resources,Life Sciences,Female,1,Human Resources,1,Single,6,No,12,10,3,4,7,5,944,6-10 Years,6-10 Years,125000,100K - 150K,4
RM945,28,26-35,No,Research & Development,Life Sciences,Female,2,Laboratory Technician,4,Married,0,No,11,10,6,3,9,7,945,6-10 Years,6-10 Years,58000,50K - 100K,4
RM955,42,36-45,No,Research & Development,Life Sciences,Male,4,Manager,3,Married,0,Yes,13,21,3,2,20,2,955,16-20 Years,21-30 Years,195000,150K - 200K,5
RM957,56,55+,No,Human Resources,Life Sciences,Male,5,Manager,2,Single,6,No,14,36,4,3,7,7,957,6-10 Years,31-40 Years,195000,150K - 200K,5
RM977,56,55+,No,Research & Development,Life Sciences,Male,4,Manufacturing Director,2,Married,4,Yes,12,33,0,3,19,15,977,16-20 Years,31-40 Years,380000,200K+,5
RM090,46,46-55,Yes,Sales,Medical,Male,3,Sales Executive,4,Single,1,No,16,9,3,3,9,4,90,6-10 Years,6-10 Years,85000,50K - 100K,4
RM1087,50,46-55,No,Research & Development,Medical,Male,4,Research Director,4,Single,1,Yes,13,32,2,3,32,13,1087,20+ Years,31-40 Years,310000,200K+,5
RM109,25,18-25,No,Research & Development,Medical,Male,1,Research Scientist,4,Married,1,No,11,2,2,3,2,2,109,0-5 Years,0-5 Years,145000,100K - 150K,2
RM1117,55,46-55,No,Sales,Marketing,Male,5,Manager,4,Married,1,No,21,36,3,3,36,2,1117,20+ Years,31-40 Years,195000,150K - 200K,5
RM1153,21,18-25,No,Research & Development,Medical,Male,1,Research Scientist,4,Single,1,No,18,3,2,3,2,2,1153,0-5 Years,0-5 Years,145000,100K - 150K,2
RM1179,20,18-25,No,Sales,Medical,Female,1,Sales Representative,3,Single,1,No,19,2,3,3,2,2,1179,0-5 Years,0-5 Years,80000,50K - 100K,2
RM127,58,55+,Yes,Research & Development,Medical,Female,3,Healthcare Representative,4,Married,1,No,12,40,3,2,40,15,127,20+ Years,31-40 Years,105000,100K - 150K,5
RM130,49,46-55,No,Research & Development,Medical,Female,2,Manufacturing Director,1,Married,1,No,14,16,2,2,15,5,130,11-15 Years,16-20 Years,380000,200K+,5
RM161,22,18-25,No,Research & Development,Medical,Male,1,Research Scientist,4,Married,1,No,24,2,6,3,2,2,161,0-5 Years,0-5 Years,145000,100K - 150K,2
RM179,46,46-55,No,Sales,Marketing,Female,3,Sales Executive,1,Divorced,1,No,25,24,2,3,24,15,179,20+ Years,21-30 Years,85000,50K - 100K,5
